	sequences per sample	iteration	D1	D3	WC	D5	SW	D4	D6	D2
alpha_rarefaction_20500_4.txt	20500	4	124.01682	79.16107	237.19771	45.98349	41.89909	35.99733	32.72499	90.35214
alpha_rarefaction_20500_5.txt	20500	5	124.25875	77.24152	238.65491	45.81797	42.7966	35.61474	34.72728	88.85125
alpha_rarefaction_20500_6.txt	20500	6	123.88968	78.53319	240.04475	45.86846	41.47483	35.6836	34.90901	88.88057
alpha_rarefaction_20500_7.txt	20500	7	124.5786	79.05035	239.34713	45.76927	41.58224	35.08041	33.82951	88.18361
alpha_rarefaction_20500_8.txt	20500	8	123.24408	76.39845	236.13608	45.89194	43.52092	35.77173	33.76432	88.60371
alpha_rarefaction_20500_9.txt	20500	9	121.97327	78.52772	238.07676	45.60032	42.40601	35.60607	35.40496	89.09815
alpha_rarefaction_21500_0.txt	21500	0	124.9654	79.04235	241.17262	45.67418	41.23998	36.43943	34.23343	91.43661
alpha_rarefaction_21500_1.txt	21500	1	124.78387	78.97721	241.69181	45.65093	41.48141	34.21881	34.21858	91.14729
alpha_rarefaction_21500_2.txt	21500	2	124.84295	79.03692	242.34786	45.84292	42.0985	36.04345	36.26615	90.10981
alpha_rarefaction_21500_3.txt	21500	3	125.4182	78.96788	239.66901	45.78971	43.0649	35.93108	34.30825	91.99067
alpha_rarefaction_21500_4.txt	21500	4	122.61955	77.80526	241.57386	46.6876	43.6895	36.34358	35.24093	89.25357
alpha_rarefaction_21500_5.txt	21500	5	125.41543	78.86512	243.30591	46.09105	43.25151	35.47836	33.96065	90.05364
alpha_rarefaction_21500_6.txt	21500	6	125.4313	79.64209	239.4635	45.67951	44.03179	36.12203	34.05359	91.76656
alpha_rarefaction_21500_7.txt	21500	7	122.64125	78.97297	240.23309	45.22662	42.80787	34.21991	33.84337	88.27615
alpha_rarefaction_21500_8.txt	21500	8	124.96188	78.20446	242.71122	46.15797	42.74257	35.35135	34.23545	90.68348
